Customer ID,Claim History,Previous Claims History,Credit Score,Driving Record
1428,3,1,835,DUI
94913,5,3,669,Minor Violations
3449,1,1,550,Major Violations
88853,0,1,716,DUI
75998,1,1,838,Major Violations
25293,4,1,529,Major Violations
27767,3,2,529,Accident
72299,4,3,585,Minor Violations
48055,4,2,514,Clean
88160,5,1,649,Major Violations
65843,5,0,725,Accident
31447,4,2,575,Clean
34343,0,1,727,Major Violations
84779,4,3,630,DUI
91174,1,3,588,Clean
25176,2,1,503,Minor Violations
23315,3,2,847,Clean
80882,0,3,554,Accident
16768,0,1,582,Accident
84586,1,1,690,Major Violations
48331,4,3,736,Clean
14028,3,3,839,Clean
15023,1,1,812,Clean
73007,2,0,617,Minor Violations
36459,2,3,506,Clean
47526,4,1,646,Accident
67497,4,2,750,Accident
84670,4,1,516,Accident
9291,1,2,773,Accident
3421,1,2,646,Minor Violations
89635,2,1,560,Clean
49061,0,2,540,DUI
15729,0,0,791,Clean
79038,4,1,583,Major Violations
86056,5,2,648,Accident
87081,4,3,652,Clean
66280,4,1,513,Clean
44655,3,1,593,Major Violations
26395,1,3,693,Clean
64790,4,1,843,DUI
87973,3,3,544,Clean
88471,5,2,782,Clean
89641,4,1,754,DUI
63802,0,2,607,Major Violations
8754,4,1,643,Clean
65450,0,0,652,Accident
84505,4,3,825,Major Violations
74985,1,0,645,Clean
69723,2,1,735,Accident
37388,4,0,723,Major Violations
74590,0,3,612,Major Violations
28579,4,3,712,DUI
10973,2,1,771,Clean
70994,5,0,571,Clean
16836,4,2,661,Major Violations
45652,5,3,702,Major Violations
39760,0,1,807,Minor Violations
28103,0,0,816,Clean
80334,4,1,536,Minor Violations
63728,3,0,668,Major Violations
78367,4,2,741,Accident
85718,2,2,647,Clean
85249,2,1,778,Major Violations
46874,0,3,750,Accident
36365,4,1,671,Major Violations
67336,3,1,846,Clean
69176,1,0,689,Major Violations
9427,0,3,725,Accident
89092,4,2,612,Major Violations
42140,0,3,643,Clean
74565,3,2,694,Clean
86455,1,2,791,Major Violations
2942,3,0,833,Accident
66443,3,2,605,Accident
2569,3,1,754,Clean
98049,4,1,696,Major Violations
65144,4,2,754,Clean
84372,5,1,526,Clean
66668,0,0,572,Minor Violations
26332,0,1,834,DUI
61601,4,1,775,Clean
13521,3,2,579,Minor Violations
82697,5,2,808,Accident
35022,5,3,540,DUI
31349,5,1,741,Major Violations
4905,1,1,823,DUI
57754,3,3,577,Clean
33595,3,3,512,Clean
66984,0,3,575,Clean
54441,0,0,753,DUI
35964,4,3,754,Minor Violations
17514,2,0,715,Major Violations
89669,4,1,664,Accident
61063,3,3,655,Minor Violations
3471,5,0,649,Major Violations
70096,1,1,812,Minor Violations
2026,1,1,737,Accident
12564,0,3,761,Minor Violations
90742,1,2,646,Clean
43353,1,0,510,Accident
73104,3,3,770,Accident
68325,2,1,534,DUI
9340,3,3,711,Accident
1012,2,1,693,Clean
35539,0,3,636,Accident
88715,3,3,815,DUI
76594,4,1,506,Clean
96757,5,0,767,Major Violations
64386,2,0,570,Major Violations
32220,0,0,513,Minor Violations
8606,5,3,523,DUI
22498,2,1,578,Clean
48107,4,0,733,DUI
77056,4,2,727,DUI
68697,3,1,660,Clean
63095,0,3,705,Major Violations
75927,1,3,516,Clean
86416,0,1,708,DUI
71160,4,1,743,Clean
51356,3,3,702,DUI
69149,0,1,615,Major Violations
13462,3,2,532,Accident
69396,4,3,661,Minor Violations
76910,5,1,748,Accident
33317,5,3,807,Clean
96661,3,2,749,Minor Violations
31022,3,1,668,Clean
24251,4,0,609,Major Violations
87160,5,3,797,Minor Violations
4169,4,1,679,Major Violations
64502,5,0,689,DUI
70318,1,3,611,DUI
83110,4,3,811,Accident
43853,1,3,801,Accident
65126,4,1,740,Clean
77050,0,1,841,Major Violations
21471,3,3,580,DUI
22192,0,1,675,Clean
87901,3,0,629,Clean
20312,0,2,787,DUI
88971,0,0,660,Minor Violations
31710,4,2,637,Major Violations
81040,2,1,560,Major Violations
48003,5,1,569,Minor Violations
85459,4,1,761,Major Violations
74553,4,3,630,Accident
33890,5,3,812,DUI
80228,3,0,582,Minor Violations
21670,4,2,546,Major Violations
89180,2,1,763,Major Violations
71782,3,3,706,Major Violations
95574,0,2,660,Accident
13396,5,2,707,Accident
3935,4,2,663,Major Violations
77053,4,0,720,Major Violations
23906,0,1,605,Clean
44992,1,3,562,DUI
16303,5,0,825,Clean
96556,1,2,799,DUI
70892,1,3,715,DUI
86245,0,3,647,Clean
16663,0,1,560,Minor Violations
29134,0,0,711,Minor Violations
16454,4,2,625,Clean
66637,5,1,713,Accident
89014,2,2,634,Minor Violations
89710,4,3,656,Minor Violations
87748,3,0,614,DUI
16913,0,2,617,Major Violations
94395,5,0,768,Major Violations
93994,0,2,595,DUI
95935,4,3,811,Major Violations
76422,5,3,659,Minor Violations
52575,3,0,723,DUI
89748,0,2,848,Clean
59851,3,2,557,Minor Violations
66301,4,1,637,Minor Violations
37794,5,0,663,Minor Violations
47955,4,1,848,Accident
76704,0,3,646,Accident
25020,5,0,613,Accident
73242,2,1,832,Accident
93332,4,2,580,Clean
84178,0,3,759,Accident
38770,1,2,667,Minor Violations
6412,2,1,562,Major Violations
3588,1,0,721,Major Violations
55779,5,2,630,Accident
69461,1,3,806,Accident
42160,3,1,738,Clean
33463,5,0,624,Clean
76769,4,3,743,Major Violations
7807,1,1,827,DUI
84359,5,3,797,Major Violations
35501,3,3,725,Clean
84576,0,3,659,Accident
13736,0,3,545,Accident
36196,5,1,805,Minor Violations
90038,1,1,837,Minor Violations
62109,4,3,505,Clean
3708,3,3,655,Clean
87192,1,1,645,Major Violations
87449,1,1,837,Major Violations
48645,3,0,709,Accident
35381,2,1,579,DUI
68050,2,3,716,Accident
11446,4,2,638,Major Violations
86563,2,1,710,Major Violations
69468,4,3,803,DUI
67162,4,0,842,Clean
90885,0,1,556,Clean
63257,0,2,817,DUI
88388,5,2,670,Clean
91803,5,2,831,Clean
82122,3,1,627,Clean
67270,2,3,553,Accident
12595,4,1,578,Clean
42626,5,1,613,Minor Violations
78208,1,3,685,Minor Violations
97405,4,3,522,Accident
79795,0,3,785,Minor Violations
38971,5,0,575,Major Violations
69916,3,1,763,DUI
13497,0,3,577,Clean
21728,1,2,798,Clean
37759,5,0,509,DUI
44863,3,2,604,Accident
67725,0,3,567,Minor Violations
27797,0,2,542,Major Violations
64169,5,0,776,DUI
46602,4,2,651,Clean
81926,5,2,688,Major Violations
14654,5,3,835,Accident
37310,4,2,731,Minor Violations
96388,5,2,624,Accident
96043,4,2,603,Clean
91560,2,2,729,Clean
61769,1,3,802,Minor Violations
68589,4,2,613,DUI
68026,3,1,593,Minor Violations
4789,2,3,579,Accident
80409,4,1,509,Clean
82622,4,0,528,Major Violations
83665,3,3,688,Clean
66768,4,3,595,DUI
31960,4,3,542,Clean
63248,0,0,668,Major Violations
2679,1,1,750,Clean
68782,5,0,724,Major Violations
90818,2,1,664,Clean
66896,1,3,714,Major Violations
3639,4,3,645,DUI
36558,3,3,659,DUI
3244,0,2,554,DUI
30180,4,2,839,Major Violations
84616,5,2,801,Accident
69553,2,1,840,Clean
74648,1,2,589,DUI
64781,5,1,545,Accident
7311,0,1,792,Minor Violations
9705,0,2,581,Clean
97583,0,0,710,Clean
98463,2,0,513,Major Violations
44864,3,3,820,Major Violations
75067,0,0,683,Accident
53760,3,2,629,Clean
46721,3,1,642,Minor Violations
91339,2,1,641,Major Violations
80231,4,3,636,Major Violations
63842,4,1,685,DUI
56950,4,3,653,Major Violations
35733,4,0,580,Minor Violations
24016,3,1,656,Accident
3228,2,0,512,Clean
11906,5,0,582,Minor Violations
96403,2,1,839,Minor Violations
22372,0,1,539,Accident
4334,0,1,844,Accident
6041,0,0,684,Major Violations
23351,0,3,514,Major Violations
64951,3,2,711,DUI
39991,2,3,812,DUI
89249,4,1,515,Major Violations
76454,1,3,821,Major Violations
56061,1,3,838,Accident
68024,3,3,523,DUI
14342,1,3,618,Accident
34932,0,1,543,DUI
47158,5,3,613,Accident
8092,0,1,721,Clean
75414,4,3,752,Major Violations
92882,4,3,676,Major Violations
85430,3,1,664,Clean
42485,2,1,663,Major Violations
25411,5,3,647,Clean
90170,2,0,804,DUI
3674,1,1,711,Clean
35663,1,3,628,Major Violations
92173,5,2,716,Accident
31165,4,3,810,Clean
85944,5,1,834,Minor Violations
57443,0,0,613,Major Violations
21182,0,2,797,Clean
81184,2,2,842,Accident
85615,2,3,720,Clean
13583,5,1,527,Minor Violations
5668,0,2,777,DUI
47822,4,1,539,Minor Violations
74560,4,3,641,Major Violations
38783,3,1,529,Clean
77759,5,0,576,Major Violations
33852,4,3,638,Major Violations
22364,1,1,662,Clean
33342,0,3,631,Clean
75662,0,2,823,Major Violations
79215,2,3,514,Accident
68736,4,1,775,Accident
49804,4,0,761,DUI
75862,4,2,577,Clean
63956,0,0,746,Clean
68844,4,1,715,Clean
91747,1,1,757,Minor Violations
87319,3,0,573,Minor Violations
78322,3,0,680,Clean
23412,5,1,634,DUI
2732,5,1,650,Major Violations
85472,1,1,520,Accident
87930,2,3,623,Minor Violations
77904,0,2,705,Clean
37428,2,1,673,Clean
36789,3,3,720,DUI
78885,4,2,835,Accident
18335,5,0,575,Clean
35213,3,0,743,Major Violations
1398,1,1,723,DUI
88346,0,3,586,Clean
13051,0,1,840,DUI
67924,1,2,704,Clean
58900,0,2,576,Minor Violations
68607,3,3,705,Clean
16078,4,2,572,Minor Violations
7716,1,0,727,Clean
78009,0,2,640,DUI
51467,2,1,817,Major Violations
41759,4,3,836,Major Violations
82997,0,2,767,Major Violations
25747,3,1,569,Major Violations
38509,1,1,561,Clean
24993,1,0,746,Major Violations
63664,1,3,720,Accident
21938,4,1,838,Clean
42793,1,0,848,DUI
23875,1,1,680,Major Violations
72812,1,0,713,DUI
39603,0,3,836,Major Violations
65,4,1,651,Minor Violations
23841,4,2,583,Minor Violations
79047,5,3,709,Minor Violations
11259,1,3,726,Major Violations
14386,2,2,588,Accident
32016,4,1,738,Clean
56153,5,2,725,Major Violations
40232,5,3,805,Clean
48788,5,1,716,Clean
2684,3,1,764,Minor Violations
36814,4,3,734,Clean
72080,0,3,570,Minor Violations
86773,4,0,757,Minor Violations
87932,1,0,666,Accident
29745,0,2,636,Major Violations
68948,4,3,736,DUI
26186,3,2,616,Clean
62213,4,1,516,Clean
78183,5,3,583,Clean
87023,5,2,646,Major Violations
68364,4,0,669,Clean
37507,2,1,552,Minor Violations
45622,5,1,588,Accident
57961,3,1,767,Clean
85532,1,3,601,Minor Violations
46608,0,0,643,Major Violations
88943,4,1,682,DUI
35232,4,1,533,Minor Violations
499,4,1,720,Clean
71070,4,2,625,Accident
57165,1,3,713,Minor Violations
36557,4,2,731,Minor Violations
96133,0,1,712,Accident
34572,4,3,771,Clean
94815,3,3,605,Major Violations
40540,2,3,728,Minor Violations
78737,3,1,638,Major Violations
51134,5,2,663,Major Violations
34241,5,3,689,Clean
38232,1,3,788,Clean
13123,0,3,506,Major Violations
5467,4,2,568,Clean
17172,0,3,842,Clean
66676,1,0,812,Major Violations
69549,2,1,734,Clean
36950,5,3,709,DUI
83696,0,1,737,Major Violations
14783,0,1,840,Major Violations
19517,0,3,783,DUI
97234,4,3,838,Clean
67957,1,1,838,Clean
37637,2,1,526,Major Violations
32142,4,2,523,Major Violations
58090,4,1,729,Accident
63468,3,3,844,Clean
8438,4,3,593,DUI
37004,1,2,825,Major Violations
24533,0,3,832,Major Violations
53406,0,3,788,Major Violations
67866,1,2,604,DUI
75713,0,3,672,Clean
76677,1,0,741,Clean
10831,3,1,783,Major Violations
94186,3,2,766,Major Violations
11277,3,0,728,Clean
66247,0,2,635,DUI
35868,4,1,697,Clean
31419,0,3,786,Clean
3444,5,1,575,Accident
10889,1,3,809,Accident
67941,1,1,800,Clean
70534,3,3,752,DUI
70526,2,0,551,DUI
26147,2,3,564,Accident
82262,5,1,648,Accident
1846,2,3,743,Accident
33766,1,1,703,Major Violations
48077,3,3,579,DUI
49085,3,3,545,Minor Violations
38026,3,1,752,Major Violations
61897,1,0,834,Major Violations
27534,0,1,808,Clean
25706,1,2,751,Major Violations
37210,0,1,676,Major Violations
94571,4,0,519,DUI
13701,4,1,717,Minor Violations
32515,2,3,634,Major Violations
41874,3,1,700,Clean
27546,5,1,808,Clean
1394,5,2,558,DUI
87628,4,3,746,DUI
86466,4,0,839,Major Violations
52750,0,2,635,Clean
98858,3,0,663,Major Violations
56844,0,0,833,Major Violations
74706,3,2,736,Clean
93598,2,1,827,Accident
60023,4,1,515,Clean
62355,4,3,708,Major Violations
34794,5,0,694,Major Violations
47954,4,0,646,Major Violations
38070,0,1,671,Major Violations
72847,1,0,808,Minor Violations
69652,1,3,702,Accident
2980,4,1,584,Clean
49205,4,2,741,Minor Violations
47914,0,3,580,Minor Violations
48755,0,2,555,DUI
61506,4,1,808,DUI
60227,5,3,558,Minor Violations
50614,3,3,649,Minor Violations
84613,4,1,587,Accident
71296,0,3,606,Clean
6782,1,1,659,Clean
74763,4,3,655,DUI
63732,5,3,772,Clean
10030,0,0,720,Clean
31519,3,3,580,Major Violations
82349,4,2,682,Accident
34905,3,3,575,Major Violations
57318,3,2,552,Major Violations
33522,4,1,515,Clean
75569,2,1,648,Accident
78451,1,2,785,DUI
69557,1,3,598,Accident
56110,1,1,612,DUI
3868,5,1,580,Clean
85708,5,0,711,Clean
62540,1,1,638,Clean
12005,1,3,753,Clean
53376,2,1,646,Clean
96370,5,0,552,DUI
37106,0,1,627,Minor Violations
87339,4,0,519,DUI
54442,4,1,659,DUI
72918,5,0,728,Clean
89170,4,2,662,Clean
62968,1,0,538,Minor Violations
74712,3,1,728,Clean
27458,3,1,832,Clean
96077,2,3,610,Clean
3703,1,1,840,Accident
97721,0,1,836,DUI
90726,4,3,682,Clean
26425,1,0,812,Accident
42829,4,1,727,DUI
56669,2,1,597,Accident
76202,3,3,690,Accident
59147,4,3,722,Major Violations
13356,1,3,577,DUI
57910,3,3,794,Accident
69783,4,1,539,DUI
70966,3,1,715,Minor Violations
77124,0,1,636,Clean
33570,1,0,508,Clean
78427,0,1,699,Accident
58648,4,1,540,Minor Violations
12725,2,1,579,Minor Violations
22089,1,2,581,Major Violations
14610,0,1,750,Major Violations
64239,3,1,523,DUI
34503,3,2,717,DUI
59616,1,3,822,Clean
80437,0,3,671,Clean
45365,3,1,570,Clean
7198,3,1,582,Clean
63861,3,1,708,Clean
5095,3,2,547,Minor Violations
85960,2,1,788,Clean
87028,4,1,746,Clean
96626,4,3,780,Minor Violations
18798,3,3,562,DUI
36406,0,1,791,Major Violations
66654,4,0,668,Clean
76051,5,1,567,Clean
11749,3,2,639,DUI
39583,0,3,511,DUI
38442,5,3,669,Clean
32383,3,0,734,Major Violations
72139,4,1,747,Minor Violations
92292,3,3,711,Accident
70532,4,3,725,Major Violations
87706,0,3,829,Accident
38848,5,0,698,Major Violations
70399,4,3,667,Clean
24526,4,3,544,Major Violations
5255,1,3,512,Major Violations
57679,4,0,633,Clean
4853,4,1,624,DUI
62249,3,3,840,Accident
64605,3,2,691,Accident
51680,2,1,687,Clean
4740,0,2,543,Clean
69470,0,3,785,Accident
16387,3,3,589,Major Violations
85584,1,1,643,Major Violations
80978,0,3,585,Accident
47175,4,2,638,Clean
63804,1,2,655,DUI
12840,0,0,792,Clean
64344,4,0,747,Clean
33340,3,2,596,Major Violations
83219,3,3,640,DUI
19831,1,3,783,Accident
59647,3,2,646,DUI
91139,5,3,656,Clean
60326,5,1,651,Minor Violations
87002,1,0,793,Major Violations
36546,0,3,623,DUI
28935,4,3,581,Minor Violations
3844,4,1,641,Clean
38699,0,2,806,DUI
67961,4,3,831,Major Violations
31463,0,3,731,Clean
78377,2,1,778,Major Violations
4974,1,2,676,Clean
12547,3,1,591,Minor Violations
74071,0,3,657,Accident
9203,5,1,521,DUI
9261,3,3,733,Accident
64869,0,3,756,Major Violations
78968,2,1,813,Major Violations
37938,3,0,723,Minor Violations
84779,0,3,537,Clean
79278,0,1,656,Accident
66951,4,2,594,Accident
76334,3,2,779,Major Violations
9149,1,3,611,Accident
99376,5,3,512,Clean
73553,5,1,632,Clean
26714,3,0,786,Major Violations
82532,3,3,729,Major Violations
44612,4,2,623,Clean
12431,3,1,582,DUI
94522,4,3,773,Major Violations
47584,3,3,718,DUI
64008,4,0,723,Minor Violations
7924,1,3,678,Accident
77249,0,3,584,DUI
83757,0,1,692,Clean
84549,4,1,574,Accident
86484,0,3,814,Minor Violations
32657,4,0,843,Clean
15907,4,1,550,Major Violations
95939,0,1,551,Major Violations
12357,3,2,843,Clean
29486,0,1,846,Major Violations
15456,1,2,661,Minor Violations
64428,2,2,640,Clean
4686,2,3,716,Minor Violations
67608,2,3,657,Minor Violations
4250,4,0,584,Accident
73441,2,0,556,Accident
65506,3,3,772,DUI
61439,3,0,585,DUI
89554,1,3,568,Minor Violations
65409,2,1,832,DUI
4445,3,3,648,Clean
64583,0,2,617,Accident
26470,0,3,534,Clean
71577,0,2,838,DUI
4561,3,3,518,Minor Violations
13376,5,3,843,DUI
66162,4,3,626,Major Violations
8140,0,3,791,Major Violations
69829,1,1,806,Minor Violations
32266,0,2,755,Clean
4449,1,0,692,Clean
56171,3,2,844,Clean
79722,4,2,692,Clean
9763,0,2,800,Minor Violations
34820,2,3,843,Minor Violations
20261,2,1,500,DUI
95810,5,3,647,Major Violations
25911,4,3,583,Accident
78470,4,2,563,Minor Violations
45780,3,1,659,Clean
64312,2,3,764,Accident
88161,4,2,763,Clean
44973,4,1,517,Minor Violations
90106,2,1,633,DUI
4367,3,3,838,Clean
21545,5,1,758,Accident
26356,2,0,758,Minor Violations
72433,2,2,509,Accident
56756,3,2,693,Major Violations
90903,5,3,520,Major Violations
6298,5,2,698,Major Violations
34153,3,3,657,Minor Violations
32060,4,3,566,Major Violations
48956,0,0,628,Clean
94619,3,0,804,Major Violations
68423,2,3,653,Major Violations
32494,2,3,772,Accident
39041,5,0,810,Major Violations
24702,4,3,815,DUI
33820,3,3,556,Clean
63584,5,3,537,DUI
86594,3,1,716,Major Violations
35891,2,3,724,Major Violations
48112,1,1,829,Minor Violations
3859,2,2,603,Accident
34877,3,0,810,Clean
44453,2,2,771,Minor Violations
32500,5,0,585,Major Violations
48417,2,3,686,DUI
85746,0,2,728,Clean
77778,1,3,803,Clean
89721,5,3,587,DUI
32488,1,3,597,Major Violations
79921,0,2,506,DUI
92945,1,2,585,DUI
24307,4,1,710,Clean
37435,1,2,845,Clean
72586,4,2,724,Accident
21682,4,0,847,Clean
72955,2,2,565,Clean
98183,1,0,552,Major Violations
79170,3,2,639,Minor Violations
5324,4,1,692,Major Violations
85292,4,1,625,Clean
60382,0,2,638,Accident
65281,4,1,832,DUI
71100,3,1,652,Major Violations
90885,3,3,754,DUI
58063,5,2,835,Minor Violations
46750,4,2,841,Clean
35380,5,1,557,Clean
78680,2,2,726,DUI
95992,1,3,699,Minor Violations
97330,4,1,743,Major Violations
36532,3,2,584,Clean
95886,2,1,798,Minor Violations
71408,4,1,734,Major Violations
27064,1,1,687,Major Violations
62958,4,1,699,DUI
3562,2,2,729,Major Violations
55885,5,0,640,Clean
33983,1,3,576,Minor Violations
19715,4,3,610,Clean
28701,1,1,654,Clean
71287,2,3,573,DUI
91577,2,0,723,DUI
24055,0,2,833,Major Violations
34200,0,1,544,Clean
48106,5,1,795,Minor Violations
45341,0,3,519,Major Violations
73482,3,0,824,DUI
29147,0,2,589,Clean
82412,4,3,661,Minor Violations
88523,5,1,764,Clean
65616,5,1,764,Minor Violations
1,2,1,508,Accident
5257,4,1,656,DUI
27455,3,3,759,Clean
83366,5,3,805,Major Violations
3943,0,3,690,DUI
3017,0,0,585,Clean
12613,2,2,726,Major Violations
83150,4,0,638,Clean
71615,4,0,594,Minor Violations
14321,0,3,776,Accident
7076,2,1,796,Major Violations
49025,1,1,744,Major Violations
75400,2,1,721,Accident
86955,4,0,785,Major Violations
24545,4,3,531,Minor Violations
24525,0,3,793,Clean
11008,5,2,842,DUI
67384,5,1,640,Clean
94925,1,1,716,Accident
35192,3,3,722,Clean
21142,2,1,541,Accident
87333,0,3,586,Clean
45553,5,1,730,Major Violations
81870,1,0,717,Clean
67980,0,1,561,Clean
49207,0,3,842,Clean
65444,0,2,619,Major Violations
74181,3,3,798,DUI
42550,3,2,829,Clean
9814,3,1,604,Clean
44184,5,3,842,Accident
2841,4,3,738,Minor Violations
56357,5,1,805,DUI
75521,0,0,624,Accident
21606,1,0,624,Clean
36107,4,1,726,Minor Violations
88406,3,2,625,Major Violations
95066,0,3,589,Clean
30442,3,1,728,Major Violations
56830,0,3,505,Accident
36089,4,2,842,Clean
75879,3,0,764,Minor Violations
39701,4,3,715,Major Violations
86769,4,2,653,Clean
91445,3,1,792,Accident
9090,1,2,713,Major Violations
43050,0,2,847,Accident
74975,3,1,538,Minor Violations
43931,4,3,803,DUI
16555,0,2,596,Major Violations
87795,2,1,807,Minor Violations
24497,1,2,627,DUI
88802,0,0,778,Clean
65951,5,2,648,Major Violations
52483,0,1,613,Minor Violations
87998,3,1,831,Accident
11907,2,3,778,Major Violations
13492,5,3,751,Clean
23225,5,3,727,Accident
63606,0,3,703,Clean
88416,1,0,645,Accident
71551,1,1,539,DUI
40528,4,3,839,Major Violations
64592,3,1,833,Accident
89234,4,3,747,DUI
4440,1,1,723,Clean
9417,2,2,663,Minor Violations
44471,0,2,727,Minor Violations
67192,3,3,554,Minor Violations
94938,4,0,688,Accident
3918,0,2,708,Minor Violations
34881,5,0,580,Major Violations
2938,5,3,695,DUI
25321,4,1,790,Major Violations
23212,1,3,839,Clean
68249,3,2,573,Clean
69461,3,3,705,Major Violations
7953,2,3,554,DUI
56563,0,2,753,Minor Violations
5950,4,0,842,DUI
66800,0,3,716,Accident
74887,3,1,645,DUI
86828,4,1,672,Clean
68188,3,3,651,Minor Violations
66523,1,0,514,Minor Violations
23351,1,1,578,Clean
14167,4,1,653,Accident
78268,2,2,585,Clean
4517,0,2,816,Major Violations
44813,5,0,614,Clean
18208,3,3,621,Clean
23218,4,1,634,Clean
87245,4,1,825,Minor Violations
5091,4,3,581,Clean
1919,4,3,800,Major Violations
94767,4,0,551,Major Violations
5741,4,1,640,Major Violations
74597,3,1,576,Accident
62205,3,0,524,DUI
68638,4,3,660,Minor Violations
77133,4,3,570,Accident
14311,0,3,532,Clean
77679,1,1,626,Clean
78764,2,0,788,Clean
85623,4,3,739,Accident
64956,1,3,728,DUI
843,4,3,764,Accident
96546,3,3,637,Minor Violations
14659,4,1,587,Minor Violations
96961,0,1,543,Minor Violations
75537,4,1,700,Major Violations
53063,5,3,625,Clean
95091,0,0,523,Minor Violations
88414,1,1,671,Clean
53005,4,1,512,DUI
10162,0,1,797,Clean
93267,5,3,769,Clean
37191,4,1,561,Minor Violations
19029,1,2,536,Clean
45746,1,1,819,Clean
67357,2,1,656,Accident
10456,4,0,731,DUI
40912,4,1,546,DUI
23452,4,2,564,DUI
6335,0,3,756,Minor Violations
10685,2,1,524,Minor Violations
14307,2,0,815,DUI
71989,1,0,732,Clean
52351,1,1,645,Minor Violations
45323,0,3,551,Minor Violations
23298,4,3,811,Minor Violations
49100,2,3,832,DUI
86003,4,3,836,Minor Violations
22979,3,2,792,Accident
96452,0,2,645,Accident
19370,1,3,530,DUI
76215,0,3,587,Major Violations
67303,1,1,639,Accident
13070,4,2,783,Clean
76139,4,3,807,DUI
10387,4,0,772,DUI
97620,3,3,667,Clean
33807,4,1,546,Clean
51523,4,0,606,Major Violations
70679,0,1,518,Clean
74075,5,3,809,Major Violations
90797,4,2,781,DUI
72545,3,3,532,Clean
98962,1,1,616,Minor Violations
3454,5,0,788,DUI
34675,3,0,746,DUI
5619,0,3,540,Major Violations
60600,5,3,536,Major Violations
23525,4,1,531,Major Violations
46260,1,3,549,Clean
42099,3,3,640,Minor Violations
6982,5,3,602,Clean
27744,5,1,520,Accident
93569,3,3,732,Major Violations
79251,0,1,759,Clean
4941,4,3,624,Minor Violations
67505,0,2,751,DUI
23619,4,1,556,Major Violations
20293,5,3,831,Major Violations
100000,3,3,770,Minor Violations
95848,3,2,697,DUI
54088,4,3,580,DUI
66598,5,3,796,Minor Violations
17742,5,2,794,Minor Violations
69927,0,1,756,Clean
25812,0,3,559,DUI
85339,4,1,538,Accident
87160,0,3,776,Minor Violations
26011,1,2,537,Minor Violations
48007,1,2,514,DUI
45890,3,1,729,Accident
23895,0,2,701,Minor Violations
38750,1,1,719,Minor Violations
65032,0,2,728,Major Violations
62860,4,2,587,DUI
87509,4,0,718,Minor Violations
61776,4,3,678,Accident
31302,3,1,634,Accident
66905,5,0,745,Clean
96618,3,0,606,Major Violations
46423,2,3,720,Accident
97273,0,1,790,Minor Violations
34202,2,3,742,Major Violations
48394,4,2,569,Major Violations
63369,3,0,503,Clean
39132,3,3,721,Minor Violations
95529,4,1,637,Clean
61977,4,0,726,Minor Violations
66185,1,1,787,Accident
24374,0,2,815,Major Violations
11849,2,3,541,DUI
81405,3,0,670,Major Violations
66040,2,3,832,Major Violations
44591,1,3,819,Clean
14808,0,1,730,Minor Violations
37634,3,0,679,Major Violations
61350,3,1,827,Minor Violations
91197,0,1,811,DUI
26980,1,1,804,Clean
38101,0,1,832,Minor Violations
96214,4,3,715,Clean
27160,0,0,671,Major Violations
22797,0,3,831,Clean
66573,0,1,820,Clean
13080,0,1,510,DUI
5470,0,0,840,Clean
2809,1,3,507,Major Violations
20706,0,0,650,Major Violations
13727,3,3,569,Major Violations
12187,5,2,641,DUI
73294,3,1,602,Clean
86509,4,1,808,Accident
45787,5,1,715,Major Violations
30416,4,2,700,Major Violations
34821,0,1,644,Major Violations
76228,4,1,656,Accident
66803,0,1,734,Clean
73198,2,1,664,Accident
68516,0,3,727,Clean
80401,3,1,539,Accident
34228,4,0,762,Major Violations
4021,5,0,714,Accident
34653,4,1,818,Accident
37519,1,3,775,Clean
43680,5,1,788,Major Violations
65330,4,3,734,Clean
66045,0,3,655,DUI
33601,4,1,655,Accident
12690,4,2,705,DUI
18491,4,1,788,Major Violations
48495,2,0,830,Accident
62756,3,2,815,Accident
72736,4,0,647,Major Violations
89480,4,3,657,Accident
31904,5,1,706,Clean
82925,3,2,798,Clean
90902,0,1,604,Clean
31100,1,3,611,Clean
79603,4,1,768,Clean
80036,4,2,757,Major Violations
61842,0,1,615,Minor Violations
35398,4,1,541,Major Violations
60983,1,2,805,Minor Violations
9593,4,2,707,Clean
13676,2,2,748,Major Violations
56823,5,3,828,Clean
35318,5,1,762,DUI
79600,5,0,823,DUI
68872,5,1,712,Accident
74390,4,1,766,DUI
70130,4,3,843,Clean
12886,5,1,699,Accident
64626,5,1,694,Clean
28023,0,0,843,Clean
63175,4,1,509,Clean
29253,4,1,714,Clean
36120,4,1,679,Accident
31661,5,2,760,Major Violations
84348,3,1,804,Major Violations
8083,5,1,614,Minor Violations
75932,0,2,817,DUI
3344,4,3,757,Accident
75801,3,0,835,Major Violations
45594,3,2,837,Major Violations
9239,0,2,805,Minor Violations
42809,3,2,719,Minor Violations
60901,0,0,638,Major Violations
1793,1,3,637,Clean
72516,0,2,723,Major Violations
10705,4,2,551,Clean
41204,5,2,849,Clean
35934,5,3,681,Major Violations
6261,0,3,719,Accident
34242,3,2,629,Major Violations
88092,0,0,847,Clean
66004,3,1,595,DUI
34445,4,3,633,DUI
75475,4,1,689,DUI
93897,3,3,729,Clean
50772,3,0,739,Accident
88528,4,0,801,Clean
96080,4,1,601,Minor Violations
50462,4,3,529,Minor Violations
23082,3,3,640,Major Violations
1436,0,3,623,Accident
99277,5,2,696,Major Violations
88646,0,1,662,Minor Violations
72296,1,1,573,DUI
76069,5,0,677,Clean
44001,4,1,729,Clean
